,SUSHI,PERP,AXS,AUDIO,AAVE,BTC,COMP,UNI,RAY,TRX,CEL,GRT,ENJ,DOGE,XRP,MATIC,REN,SHIB,BNB,LTC,FTM,BCH,CHZ,LINK,SOL,SNX,OMG,CRV,HT,YFI,FTT,MKR,BNT,SRM,DYDX,BAT,SPELL,HNT,OKB,CRO,MANA,SAND,LRC,IMX,GALA,ENS,1INCH,AVAX,DOT,LOOKS,LEO,SLP,WAVES,BIT,ATOM,APE,ETH,CVX,GMT,FXS,NEAR,ALGO,LDO
2021-09-26 00:00:00+00:00,-0.018818440078285856,0.12989188157933895,0.026446891001677932,0.04634907689308761,-0.0587295167646014,0.0054723687276669285,0.004447207101496032,-0.04614075219197036,0.07120435037366771,-0.084006140250492,0.8922168685687916,-0.03281622042568631,0.0023950018033239394,-0.04543801770035506,-0.02480585194796899,-0.0919764756192893,0.11700940164032383,-0.08042699073046523,-0.07040130638427593,-0.051671359668175265,-0.05857904058823157,-0.049970951756868456,-0.002507415461139105,-0.04039699259586871,0.08633131858685081,0.03996443333542097,0.16343948971241548,-0.043943340652639634,-0.26109931673131576,-0.04728606744856761,0.10219008122962378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 01:00:00+00:00,-0.020926429077921426,0.11624331475487308,0.02755867859760335,0.036962940411702415,-0.038556475112577954,-0.0006486585161116637,-0.004040069637709427,-0.039957552547862964,0.07501700797606291,-0.08690829380201022,0.8865594586540924,-0.030021106170955752,0.005311999019709444,-0.04564309343131934,-0.026995705848326848,-0.08377176710839791,0.11118787492002899,-0.09967545000981551,-0.07172567722950342,-0.05059549158423407,-0.0578224772642807,-0.0562971956855904,-0.004000753843931074,-0.04390064639603311,0.1007816212481992,0.035083777995647276,0.1855666410766006,-0.04960712579302018,-0.2650762487654788,-0.04644812202034234,0.10831138933590186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 02:00:00+00:00,-0.017950455384209883,0.11826833256790405,0.024576401834213005,0.049071460115576615,-0.03979112125244436,0.0013812481234393194,-0.005572941898457685,-0.040181775663145514,0.07192255977307867,-0.08972116612843777,0.8911868864458464,-0.03281342669773703,0.004206668957581549,-0.04473953111762105,-0.026718722073519094,-0.08504193185562392,0.10535386413841816,-0.09035406482174606,-0.07021482691401086,-0.05063254371557476,-0.05658350422791655,-0.054933874113407125,-0.004594097976723326,-0.04442976343892699,0.094558897362291,0.03582298806990874,0.17947130723560237,-0.051526941908975735,-0.25869676387352614,-0.04801181848511915,0.10806585131333139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 03:00:00+00:00,-0.01809483191878551,0.11880922188692958,0.025290705915789784,0.04685895545266381,-0.040159798954211776,0.001355270659903221,-0.004528704251223599,-0.04073138142370079,0.0710401409459146,-0.08978674875263991,0.8895910254558405,-0.03199600218914469,0.00467990403287781,-0.04471799149514172,-0.02578711244643264,-0.0859789256044098,0.10642354877516634,-0.09319712949323886,-0.07048173335992218,-0.04940636819778167,-0.05806642566115615,-0.05520640157428329,-0.004763457367560585,-0.04315937974266876,0.09429055553993594,0.03919150470672776,0.18443775310977054,-0.052399358033275334,-0.25903549228058387,-0.04792648345689338,0.10739133850633767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 04:00:00+00:00,-0.020876195436894368,0.12553860144033213,0.03841727580998695,0.029310619818250824,-0.043972925018842465,0.0058606076813686285,-0.00796435466311041,-0.04050138162544402,0.07382197488744037,-0.10810084275293216,0.8907328210189708,-0.02945029008171126,0.004054626147581935,-0.04603196079347581,-0.02717275103387934,-0.0863962181627804,0.10430747772386205,-0.11763904951112084,-0.06815250537742677,-0.03684703385537243,-0.0674789548869678,-0.0538256712097794,-0.003894823283734604,-0.030943833999733623,0.09500990282192419,0.0263016062562354,0.17237957643661164,-0.023939518930682465,-0.25249808024908904,-0.041731355979626225,0.10678791164131402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 05:00:00+00:00,-0.021279825931361154,0.13413660270415317,0.04009576130421964,0.021915123306191532,-0.0449391554111029,0.006043529263912949,-0.007231041443418195,-0.043095860109895176,0.077119046609217,-0.11065952505274775,0.8845452196051852,-0.030383515668220142,0.005252527242226645,-0.04567211236220391,-0.02766642421589129,-0.08251581927423329,0.09754933392464679,-0.12478927605038691,-0.06887574429499829,-0.031919197884989245,-0.07085209630386263,-0.055097914223558,-0.005458439132722957,-0.03252044419139403,0.0992611794579154,0.02700758494933326,0.1865137634450475,-0.03128699909122267,-0.25397270768595,-0.039761628168136096,0.10886327886311574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 06:00:00+00:00,-0.022347644723758355,0.11873206860449895,0.039510987238421426,0.03211388825823974,-0.04855554533207708,0.0021624832670405075,-0.023904224355592855,-0.0429405144219594,0.07960152458042859,-0.10473015859904526,0.8888081017966974,-0.030629458115323322,0.0062156830429972755,-0.04798998002789741,-0.026250533713479674,-0.08214006017849712,0.08440385131357442,-0.09753797197523106,-0.07133724499948604,-0.038140776516859154,-0.06882000341370495,-0.0511259534685906,-0.002109779793216731,-0.02834267329928455,0.10128589774980143,0.026202958131841925,0.19133410545770774,-0.008400188938646237,-0.2591319086575395,-0.043487218892126187,0.10967341160142044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 07:00:00+00:00,-0.022064633813237363,0.11198788288159092,0.03849050324159252,0.036749268677624645,-0.04936966496296308,0.0015238061084811433,-0.024298037741521474,-0.042247678198253646,0.0799324106529063,-0.1029391308329619,0.8906713274524903,-0.03047166651390239,0.014376380088635368,-0.04824809418833921,-0.02589237370881624,-0.08106831301224451,0.0801675002106704,-0.09339951598513356,-0.07070879085424726,-0.039957131234029046,-0.07065693046391627,-0.05223048242851725,-0.0002013619139399174,-0.030131102189986672,0.10187979724863969,0.02658658667623144,0.18599987098717408,-0.008306993996649577,-0.2614231985791818,-0.043411932961902114,0.10947749011502994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 08:00:00+00:00,-0.022638779492441342,0.11302510619742849,0.04017646040528418,0.04593516407236558,-0.04798703099218689,0.0016836815014229026,-0.02125299346673309,-0.04367279468416629,0.07888913621667448,-0.10243326082930329,0.8919669716424902,-0.03797744966397017,0.00903742715761488,-0.047835457249259666,-0.02623278943866269,-0.0812423754033208,0.08173653950884653,-0.08265390672098635,-0.07056073638429916,-0.040464376339952354,-0.06399989499075615,-0.05262999576491881,-0.0014845923895808397,-0.03083298537845869,0.10094539933739054,0.024524493261188718,0.17949979100892358,-0.006832223336929233,-0.2644605704324367,-0.046593498342736364,0.10856375447343869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26 09:00:00+00:00,-0.020344728020933713,0.09316857844960336,0.024497071693938915,0.06888224697263393,-0.03782458810780187,-0.00024174298947780837,0.0005037678796776419,-0.04992420413671028,0.07694184325824716,-0.10892162633516744,0.8703534219734315,-0.039660806329054575,0.0004432682537167422,-0.05356128863940672,-0.019404775263436425,-0.07058700407502613,0.09257048545426108,-0.058852690520793845,-0.0915054139483629,-0.043865352497064414,-0.043271673659319575,-0.062128831159623414,-0.0014214979842421017,-0.039656581753776274,0.11245794771915016,0.03606099847103055,0.1804122141783986,-0.017107340174902348,-0.3198384329077162,-0.03860562115373988,0.12776707404597062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
